"StoreID","Store_Name","Longitude","Latitude","Address"
891,"Purdy Chevron 2",-122.62604,47.388725,"14317 purvy drive nw Gig Harbor WA 98332"
892,"Five Corner Mart",-122.34665,47.806831,"8406 Bowdoin Way Edmonds WA 98026"
893,"Hood Canal Grocery INC",-123.14166,47.404358,"24151 Hwy 101 N Hoodsport WA 98548"
894,"Mercado Los Amigos",-120.52887,46.612598,"1409 Fruitvale Blvd Yakima WA 98902"
895,"STOP N SHOP",-121.98967,47.227879,"41604 264th Ave SE Enumclaw WA 98022"
896,"The Columbia Basin Farmers Market and Crafts Bazaa",-119.28255,47.127361,"405 Dogwood St Moses Lake WA 98837"
897,"Ridgefield AM/PM",-122.68419,45.816967,"6300 N 1st Cir Ridgefield WA 98642"
898,"Joe's Place Farms",-122.55763,45.62624,"701 NE 112th Ave Vancouver WA 98684"
899,"Harvest Food Store 4",-117.20995,47.694954,"14515 E Trent Ave Spokane Valley WA 99216"
900,"Anderson Island General Store, LLC",-122.70142,47.160942,"10202 Eckenstam Johnson Rd Anderson Island WA 98303"
901,"Smoke & Espresso",-122.43408,47.169067,"9703 Pacific Ave Tacoma WA 98444"
902,"The Market at Birch Bay 256",-122.66843,48.937164,"8135 Birch Bay Square St Blaine WA 98230"
903,"SHARIF GROCERY & HALAL INC",-122.26995,47.528519,"8334 Rainier Ave S Seattle WA 98118"
904,"Rallito de Luna Dos Tortilla Factory",-119.17427,46.270576,"6411B Burden Blvd Pasco WA 99301"
905,"ENKUTATASH GROCERY & DELI",-122.33778,47.791382,"22910 Highway 99 Edmonds WA 98026"
906,"56th Street Chevron",-122.4796,47.206276,"3305 S 56th St Tacoma WA 98409"
907,"Circle K Store 1136",-120.54838,46.991013,"204 S Main St Ellensburg WA 98926"
908,"Eastside Mart",-119.07967,46.233536,"1303 E Lewis St Pasco WA 99301"
909,"M & K Town Store, Inc.",-122.97015,46.665424,"515 N Market Blvd Chehalis WA 98532"
910,"Rite Aid 6521",-122.29475,47.053539,"22201 Meridian Ave E Graham WA 98338"
911,"Millwood Farmers Market",-117.28548,47.686321,"3223 N Marguerite Rd Spokane WA 99212"
912,"Garfield Mart",-119.12731,46.207024,"33 S Garfield St Kennewick WA 99336"
913,"7-Eleven 2360-15755D",-122.25973,47.808109,"1901 Larch Way Lynnwood WA 98036"
914,"La Quemada 16260",-122.12334,47.674397,"16260 Redmond Way Redmond WA 98052"
915,"Rallito De Luna Tortilla Factory",-119.90657,46.737755,"103 S Portage Mattawa WA 99349"
916,"Dollar and More",-119.10056,46.241383,"917 W Court St Pasco WA 99301"
917,"ALOHA MARKET",-122.28857,47.532604,"7762 Beacon Ave S Seattle WA 98118"
918,"MY GOODS MARKET 5529",-122.51593,47.271408,"2602 N Pearl St Tacoma WA 98407"
919,"7-Eleven 21833C",-122.15312,47.75444,"13923 NE 175th St Woodinville WA 98072"
920,"DOLLAR TREE 4010",-122.21367,47.952255,"4920 Evergreen Way Everett WA 98203"
921,"Gleseners Market",-120.48818,46.585361,"1326 S Fair Ave Yakima WA 98901"
922,"Walgreens 12275",-120.51727,46.599571,"610 W Yakima Ave Yakima WA 98902"
923,"7-Eleven 2361 16547B",-122.38692,47.559158,"4812 Erskine Way SW Seattle WA 98116"
924,"Dollar Tree 4094",-122.51249,47.165001,"5720 Lakewood Towne Ctr Blvd SW Lakewood WA 98499"
925,"Dollar Tree 3894",-122.33787,47.466904,"250 SW 152nd St Burien WA 98166"
926,"Moclips Country Store 1",-124.21378,47.235615,"4785 SR 109 Moclips WA 98562"
927,"Goodies Mediterranean Market",-122.29234,47.729126,"13721 Lake City Way NE Seattle WA 98125"
928,"MONROE CHEVRON",-121.96386,47.857773,"19912 State Route 2 Monroe WA 98272"
929,"EVERETT CHEVRON",-122.20155,47.982895,"2620 BROADWAY AVENUE EVERETT WA 98201"
930,"VICKS MARKET",-122.61945,45.640472,"4903 E Fourth Plain Blvd Vancouver WA 98661"
931,"Madrona-Homestyle Food & Deli Mkt",-122.29024,47.612843,"3309 E Union St Seattle WA 98122"
932,"Cool Mart Corp",-120.1949,46.341774,"101 E 1st Ave Granger WA 98932"
933,"Forest Park Grocery & Deli",-122.64219,47.527191,"500 South St Port Orchard WA 98366"
934,"Main Market Co-op",-117.413,47.659107,"44 W Main Ave Spokane WA 99201"
935,"Richland Food Mart",-119.2727,46.272453,"500 George Washington Way Richland WA 99352"
936,"Terra Organics",-122.44468,47.235168,"815 S 28th St Tacoma WA 98409"
937,"I.S.N. Grocery",-122.24068,47.849575,"511 164th St SW Lynnwood WA 98087"
938,"La Estrella #1 LLC",-120.54828,46.989059,"400 S Main St Ellensburg WA 98926"
939,"Auburn Way Texaco 308592",-122.22829,47.352551,"5148 Auburn Way N Auburn WA 98002"
940,"EAGLE ROCK GROCERY",-120.91792,46.807823,"8590 State Route 410 Naches WA 98937"
941,"oakes st circle K",-122.47288,47.214321,"4704 S Oakes St Tacoma WA 98409"
942,"Quick Shop Minit Mart #42 42",-122.68098,45.635509,"1901 Kauffman Ave Vancouver WA 98660"
943,"Starvin' Sam's XVII 17",-122.74813,48.950008,"8495 Harborview Rd Blaine WA 98230"
944,"Good to Go Grocery",-123.43066,48.10564,"1105 S Eunice St Port Angeles WA 98362"
945,"Harvey Road 76",-122.21419,47.315311,"810 Harvey Rd Auburn WA 98002"
946,"East Hill AM/PM 82542",-122.20219,47.372601,"10402 SE 256th St Kent WA 98030"
947,"Morningside Grocery",-122.29054,47.695049,"9118 35th Ave NE Seattle WA 98115"
948,"Bye Pass food mart",-119.28462,46.311893,"2201 Stevens Dr Richland WA 99354"
949,"Shop N Go",-122.61353,47.588581,"2805 Perry Ave Bremerton WA 98310"
950,"MY GOODS MARKET 1525",-122.10584,47.358158,"17624 272nd St SE Kent WA 98031"
951,"MY GOODS MARKET 5477",-122.13192,47.616951,"15615 NE 8th St Bellevue WA 98008"
952,"MY GOODS MARKET 5497",-122.82314,47.048119,"102 College St SE Lacey WA 98503"
953,"MY GOODS MARKET 5502",-121.97719,47.861443,"14980 N Kelsey St Monroe WA 98272"
954,"MY GOODS MARKET 5574",-122.29358,47.098614,"17506 Meridian E Puyallup WA 98375"
955,"Uwajimaya, Inc.",-122.21231,47.471649,"501 S Grady Way Renton WA 98057"
956,"Hillcrest Food Mart",-123.01772,46.643314,"108 Highway 603 Chehalis WA 98532"
957,"7-Eleven 2360-19338D",-122.1432,47.654537,"5040 148th Ave NE Redmond WA 98052"
958,"Jays Farm Stand",-122.95703,47.047039,"4315 Harrison Ave NW Olympia WA 98502"
959,"Walgreens 02647",-119.2778,47.131702,"200 E Broadway Ave Moses Lake WA 98837"
960,"Cappy's Produce LLC",-122.41142,47.191711,"1232 72nd St E Tacoma WA 98404"
961,"Parks Place",-122.6141,46.946106,"608 W Yelm Ave Yelm WA 98597"
962,"Bay Shore Store",-123.04454,47.248821,"3841 E St Rt 3 Shelton WA 98584"
963,"39TH Street Mini Mart",-122.66856,45.649948,"210 E 39th St Vancouver WA 98663"
964,"Espiga De Oro",-120.51752,46.585285,"803 W Nob Hill Blvd Yakima WA 98902"
965,"Rite Aid 4067",-122.33442,45.577927,"3307 Evergreen Way Washougal WA 98671"
966,"Bartell Drugs 70",-122.28335,47.864235,"3625 148th St SW Lynwood WA 98037"
967,"Minit Shop Texaco",-122.98373,46.155682,"3803 Ocean Beach Hwy Longview WA 98632"
968,"Moga Minimarket",-122.28359,47.541641,"6727 Martin Luther King Jr Way S Seattle WA 98118"
969,"COLLEGE WAY CHEVRON",-122.31268,48.435581,"2200 E College Way Mount Vernon WA 98273"
970,"BURLINGTON CHEVRON",-122.33575,48.460331,"1336 S Burlington Blvd Burlington WA 98233"
971,"EZ Shop",-122.53697,47.24361,"1765 S Jackson Ave Tacoma WA 98465"
972,"101 Shell",-123.73876,46.681438,"300 Willapa Pl Raymond WA 98577"
973,"Target Store T-0337",-122.22672,47.908714,"405 SE Everett Mall Way Everett WA 98208"
974,"Target Store T-0338",-122.26853,47.832649,"18305 Alderwood Mall Pkwy Lynnwood WA 98037"
975,"Target Store T-0339",-122.17171,47.573978,"4053 Factoria Square Mall SE Bellevue WA 98006"
976,"Target Store T-0343",-122.59459,45.650387,"7809C NE Vancouver Plaza Dr Vancouver WA 98662"
977,"Target Store T-0681",-122.20228,47.36541,"26301 104th Ave SE Kent WA 98030"
978,"Target Store T-0696",-122.33935,48.464527,"199 Cascade Mall Dr Burlington WA 98233"
979,"Target Store T-0915",-117.21922,47.657085,"13724 E Sprague Ave Spokane Valley WA 99216"
980,"Target Store T-1064",-120.32763,47.436886,"1102 Springwater St Wenatchee WA 98801"
981,"Target Store T-1284",-122.32593,47.708652,"302 NE Northgate Way Seattle WA 98125"
982,"Dollar Tree 3029",-123.36119,48.109154,"3456 E Highway 101 Port Angeles WA 98362"
983,"Dollar Tree 3924",-122.58284,48.844604,"1859 Main St Ferndale WA 98248"
984,"Dollar Tree 4139",-122.64005,47.741867,"196889 7th Ave NE Poulsbo WA 98370"
985,"APEX GROCERY & GAS",-122.45927,47.191872,"1730 S 72nd St Tacoma WA 98408"
986,"Camas Foodmart",-122.40234,45.585865,"501 NE 3rd Ave Camas WA 98607"
987,"Breckenridge Farm Dairy Best 2",-122.26494,48.99847,"534 Cherry St Sumas WA 98295"
988,"Battle Ground Produce",-122.52788,45.780952,"915 E Main St Battle Ground WA 98604"
989,"Camas Mart",-122.40501,45.584476,"207 NE 3rd Ave Camas WA 98607"
990,"Walgreens 12497",-122.1637,47.488552,"4105 NE 4th St Renton WA 98059"
991,"Reliance Mini Mart",-122.28536,47.472012,"14620 Tukwila International Blvd Tukwila WA 98168"
992,"El Paso Supermarket LLC",-122.30559,47.501366,"11417 Des Moines Memorial Dr Seattle WA 98168"
993,"La Esperanza",-122.62911,47.603573,"4203 Wheaton Way Bremerton WA 98310"
994,"GET N GO MART",-122.97154,46.667461,"615 N National Ave Chehalis WA 98532"
995,"7-Eleven 2360-17922F",-122.13577,47.581028,"3233 156th Ave SE Bellevue WA 98007"
996,"Bartell Drugs 69",-122.20996,47.833599,"18001 Bothell Everett Hwy Bothell WA 98012"
997,"Goose Community Grocer",-122.45869,48.000912,"14485 State Route 525 Langley WA 98260"
998,"Meadow Park Chevron",-122.50892,47.190434,"7410 Lakewood Dr W Lakewood WA 98499"
999,"Ballard 76",-122.37627,47.67067,"5715 15th Ave NW Seattle WA 98107"
1000,"Arnold's Grocery",-122.09705,47.13942,"117 HWY 162 East South Prairie WA 98385"
1001,"Akshar, LLC, Arco AMPM 82829",-122.60911,47.519417,"3231 SE Lund Ave Port Orchard WA 98366"
1002,"Canyon Grocery & Deli",-122.35717,47.180611,"8401 Canyon Rd E Puyallup WA 98371"
1003,"THE PIGGY MART",-117.42624,47.653496,"932 W 3rd Ave Spokane WA 99201"
1004,"Airport Way Market",-122.31423,47.547615,"6249 Airport Way S Seattle WA 98108"
1005,"Trader Joes 156",-122.93849,47.034229,"1530 Black Lake Blvd SW Olympia WA 98502"
1006,"Fred Meyer 00688",-122.27213,47.849957,"2902 164th St SW Lynnwood WA 98087"
1007,"QFC 883",-122.38541,47.561954,"4550 42nd Ave SW Seattle WA 98116"
1008,"Walmart SuperCenter 2006",-117.04433,46.422733,"306 5th St Clarkston WA 99403"
1009,"Millcreek Chevron",-122.20747,47.82246,"19320 bothell everett hwy bothell WA 98012"
1010,"Clear Lake Market",-122.23419,48.461517,"12689 SR 9 Clearlake WA 98235"
1011,"Sunny Supermarket",-122.20229,47.373978,"25414 104th Ave SE Kent WA 98030"
1012,"Mineral Market",-122.18056,46.717518,"104 Front Street E. Mineral WA 98355"
1013,"Food Market at Lea Hill",-122.1734,47.322472,"12722 S.E. 312th Auburn WA 98092"
1014,"Kennydale Shell Food Mart",-122.19951,47.518478,"1410 N 30th St Renton WA 98056"
1015,"Bartell Drugs 7",-122.04324,47.550964,"5700 E Lake Sammamish Pkwy SE Issaquah WA 98029"
1016,"Rosalia Market",-117.37052,47.234573,"610 S Whitman Ave Rosalia WA 99170"
1017,"Trader Joes 140",-122.12771,47.6749,"15932 Redmond Way Redmond WA 98052"
1018,"7-Eleven 27556 G",-120.53079,46.612587,"1601 Fruitvale Blvd Yakima WA 98902"
1019,"Dollar Tree 4208",-122.23682,47.756355,"7808 NE Bothell Way Kenmore WA 98028"
1020,"MERCADITO DEL VALLE",-122.22141,47.202461,"6019 Parker Rd E Sumner WA 98390"
1021,"Alex's Pilipino Store",-122.60083,45.64209,"2700 NE Andresen Rd Vancouver WA 98661"
1022,"Rite Aid 6503",-122.18086,48.100067,"3733 116th St NE Marysville WA 98271"
1023,"Walgreens 12910",-122.60438,47.359894,"4840 Borgen Blvd NW Gig Harbor WA 98332"
1024,"Mi Ranchito",-122.26994,47.533699,"7636 Rainier Ave S Seattle WA 98118"
1025,"7-Eleven 2361-18585D 2361-18585",-122.46526,47.170616,"9517 S Steele St Tacoma WA 98444"
1026,"Walmart SuperCenter 5078",-120.59744,46.585663,"6600 W Nob Hill Blvd Yakima WA 98908"
1027,"# 1 Store",-117.80861,47.908638,"5243 Ford-Wellpinit Rd Ford WA 99013"
1028,"Whole Foods Market 10275",-122.37625,47.637039,"2001 15th Ave W Seattle WA 98119"
1029,"The Grub Stake",-122.09048,47.140892,"606 Hwy 162 E South Prairie WA 98385"
1030,"Buckley Pit Stop 2638957",-122.04025,47.158298,"29211 State Route 410 E Buckley WA 98321"
1031,"7-Eleven 32308C",-122.46629,47.241821,"1901 S Trafton St Tacoma WA 98405"
1032,"Dollar Tree 3664",-119.50764,48.418961,"703 Omache Dr Omak WA 98841"
1033,"Beachwood Park General Store",-122.7546,48.903286,"5000 Helweg Rd Blaine WA 98230"
1034,"CI Mart 1",-122.29025,47.675438,"6256 35th Ave NE Seattle WA 98115"
1035,"Black Lake Grocery & Deli",-122.93872,47.034172,"1515 Black Lake Blvd SW Ste E Olympia WA 98502"
1036,"Shoppers X-Press",-122.58327,45.656391,"8700 NE Vancouver Mall Dr Vancouver WA 98662"
1037,"Kirkland 76",-122.18648,47.711479,"12412 116th Ave NE Kirkland WA 98034"
1038,"Wilkeson Grocery",-122.04588,47.104855,"523 Church St Wilkeson WA 98396"
1039,"Islander's Mini Mart",-122.43462,47.131313,"13831 Pacific Ave S Tacoma WA 98444"
1040,"James Food Mart",-123.1262,47.23119,"301 E Wallace Kneeland Blvd Shelton WA 98584"
1041,"Grandview Market",-119.90197,46.256031,"100 E Wine Country Rd Grandview WA 98930"
1042,"Kelso AMPM 4397",-122.89571,46.145096,"1700 Allen St Kelso WA 98626"
1043,"Raymond Quick Stop 101 Chevron",-123.72881,46.683331,"622 Heath St Raymond WA 98577"
1044,"Sea Tac Shell",-122.28776,47.416382,"20619 Military Rd S Seatac WA 98198"
1045,"PORTLAND AVENUE CHEVRON",-122.40183,47.156971,"10915 PORTLAND AVE E TACOMA WA 98445"
1046,"Dollar Tree 4178",-122.34258,47.78466,"23632 Highway 99 Edmonds WA 98026"
1047,"Dollar Tree 4196",-122.27557,47.874359,"13619 Mukilteo Speedway Lynnwood WA 98087"
1048,"7-Eleven 2361 18653",-122.80099,47.037563,"6125 Pacific Ave SE Lacey WA 98503"
1049,"QFC 891",-122.3875,47.670208,"5700 24th Ave NW Seattle WA 98107"
1050,"Athalia Inc dba ARCO AM/Pm",-122.19295,47.288475,"2790 Auburn Way S Auburn WA 98002"
1051,"A & Z gastowne minimart llc",-122.5618,45.664742,"10809 NE Fourth Plain Blvd Vancouver WA 98662"
1052,"Riverton Heights Deli & Grocery",-122.28748,47.468117,"15015 Tukwila International Blvd Seattle WA 98188"
1053,"Starvin' Sam's 15",-122.1394,48.917141,"7519 Kendall Rd Maple Falls WA 98266"
1054,"Walgreens 11856",-122.34541,47.618576,"566 Denny Way Seattle WA 98109"
1055,"Saleh's Delicatessen",-122.38793,47.686783,"2401 NW 80th St Seattle WA 98117"
1056,"Jacksons Food Stores 636",-122.31402,47.289707,"1520 S 348th St Federal Way WA 98003"
1057,"Jacksons Food Stores 635",-122.31155,47.358009,"1720 S 272nd St Des Moines WA 98198"
1058,"Jacksons Food Stores 642",-122.44991,47.262768,"801 Division Ave Tacoma WA 98403"
1059,"Jacksons Food Stores 644",-122.46383,47.20829,"5407 Tacoma Mall Blvd Tacoma WA 98409"
1060,"Jacksons Food Stores 646",-122.43428,47.159431,"10716 Pacific Ave S Tacoma WA 98444"
1061,"Jacksons Food Stores 649",-122.29346,47.11071,"16104 Meridian E Puyallup WA 98375"
1062,"Jacksons Food Stores 648",-122.28761,47.15657,"502 37th Ave SE Puyallup WA 98374"
1063,"Jacksons Food Stores 647",-122.20811,47.197231,"6601 166th Ave E Sumner WA 98390"
1064,"Jacksons Food Stores 639",-122.29391,47.236214,"2325 Meridian Ave E Edgewood WA 98371"
1065,"Jacksons Food Stores 638",-122.24102,47.296402,"902 Supermall Way Auburn WA 98001"
1066,"Jacksons Food Stores 634",-122.20229,47.387455,"23953 104th Ave SE Kent WA 98031"
1067,"Jacksons Food Stores 633",-122.22799,47.39983,"22588 84th Ave S Kent WA 98032"
1068,"Jacksons Food Stores 632",-122.19704,47.441975,"17941 108th Ave SE Renton WA 98055"
1069,"Jacksons Food Stores 630",-122.1637,47.488605,"4102 NE 4th St Renton WA 98059"
1070,"Jacksons Food Stores 623",-122.23368,47.584057,"2903 78th Ave SE Mercer Island WA 98040"
1071,"Jacksons Food Stores 624",-122.14011,47.576782,"3670 150th Ave SE Bellevue WA 98006"
1072,"Jacksons Food Stores 625",-122.06185,47.545673,"1605 NW Gilman Blvd Issaquah WA 98027"
1073,"Jacksons Food Stores 627",-122.03628,47.530075,"15 E Sunset Way Issaquah WA 98027"
1074,"Jacksons Food Stores 629",-121.91495,47.646877,"4333 Tolt Ave Carnation WA 98014"
1075,"Jacksons Food Stores 620",-122.0929,47.702675,"11520 Avondale Rd NE Redmond WA 98052"
1076,"Jacksons Food Stores 617",-122.16469,47.754517,"13106 NE 175th St Woodinville WA 98072"
1077,"Apex III Grocery",-122.60739,46.941494,"107 1st St S Yelm WA 98597"
1078,"Plaid Pantry 218",-122.67281,45.625431,"514 Washington St Vancouver WA 98660"
1079,"Jacksons Food Stores 618",-122.1314,47.76244,"15606 NE Woodinville Duvall Pl Woodinville WA 98072"
1080,"Jacksons Food Stores 612",-122.12601,47.834167,"17914 Hwy 9 SW Snohomish WA 98296"
1081,"Jacksons Food Stores 602",-122.18942,47.98262,"2631 Walnut St Everett WA 98201"
1082,"Jacksons Food Stores 601",-122.18132,48.051868,"1209 4th St Marysville WA 98270"
1083,"Jacksons Food Stores 605",-122.23673,47.881977,"201 128th St SW Everett WA 98204"
1084,"Jacksons Food Stores 606",-122.18581,47.877872,"3432 132nd St SE Mill Creek WA 98012"
1085,"Jacksons Food Stores 607",-122.2522,47.849773,"1331 164th St SW Lynnwood WA 98087"
1086,"Jacksons Food Stores 609",-122.33189,47.799572,"22000 Highway 99 Edmonds WA 98026"
1087,"Jacksons Food Stores 608",-122.3224,47.799469,"6602 220th St SW Mountlake Terrace WA 98043"
1088,"Jacksons Food Stores 610",-122.31355,47.777367,"1505 NE 205th St Shoreline WA 98155"
1089,"Jacksons Food Stores 619",-122.17758,47.708851,"12221 NE 124th St Kirkland WA 98034"
1090,"Jacksons Food Stores 631",-122.27233,47.484753,"13138 Interurban Ave S Tukwila WA 98168"
1091,"Costco Wholesale 0001",-122.32949,47.56377,"4401 4th Ave S Seattle WA 98134"
1092,"Costco Wholesale 0006",-122.25092,47.444729,"400 Costco Dr Ste 150 Tukwila WA 98188"
1093,"Costco Wholesale 0008",-122.18068,47.682327,"8629 120th Ave NE Kirkland WA 98033"
1094,"Costco Wholesale 0013",-122.68226,47.656998,"10000 Mickelberry Rd NW Silverdale WA 98383"
1095,"Costco Wholesale 0061",-122.31346,47.287201,"35100 Enchanted Pkwy S Federal Way WA 98003"
1096,"Costco Wholesale 0064",-122.91782,46.99707,"5500 Littlerock Rd SW Tumwater WA 98512"
1097,"Costco Wholesale 1298",-117.3835,47.768566,"12020 N Newport Hwy Spokane WA 99218"
1098,"Costco Wholesale 0095",-122.46703,47.223309,"2219 S 37th St Tacoma WA 98409"
1099,"Costco Wholesale 0103",-117.04417,46.422798,"301 5th St Clarkston WA 99403"
1100,"Costco Wholesale 0106",-122.34533,47.777771,"1175 N 205th St Seattle WA 98133"
1101,"Costco Wholesale 0110",-122.04993,47.550827,"1801 10th Ave NW Issaquah WA 98027"
1102,"Costco Wholesale 0112",-120.28172,47.402683,"375 Highline Dr East Wenatchee WA 98802"
1103,"Costco Wholesale 0114",-122.20708,47.905106,"10200 19th Ave SE Everett WA 98208"
1104,"Costco Wholesale 0486",-119.23517,46.227074,"8505 W Gage Blvd Kennewick WA 99336"
1105,"Costco Wholesale 0624",-122.60141,47.358807,"10990 Harbor Hill Dr NW Gig Harbor WA 98332"
1106,"Costco Wholesale 0639",-123.12581,48.078758,"955 W Washington St Sequim WA 98382"
1107,"Costco Wholesale 0642",-122.18878,48.148109,"16616 Twin Lakes Ave Marysville WA 98271"
1108,"Costco Wholesale 0660",-122.30668,47.154877,"1201 39th Ave SW Puyallup WA 98373"
1109,"Costco Wholesale 0662",-122.33556,48.453648,"1725 S Burlington Blvd Burlington WA 98233"
1110,"Costco Wholesale 0670",-117.33136,47.657166,"5601 E Sprague Ave Spokane Valley WA 99212"
1111,"Costco Wholesale 0740",-122.76466,47.06036,"1470 Marvin Rd NE Lacey WA 98516"
1112,"Costco Wholesale 0747",-122.14651,47.779488,"24008 Snohomish Woodinville Rd Woodinville WA 98072"
1113,"Costco Wholesale 0772",-122.60359,45.683949,"6720 NE 84th St Vancouver WA 98665"
1114,"Costco Wholesale 1013",-120.49625,46.565144,"2310 Longfibre Ave Union Gap WA 98903"
1115,"Costco Wholesale 1029",-122.12214,47.353619,"27520 Covington Way SE Covington WA 98042"
1116,"Costco Wholesale 0115",-122.3112,47.825649,"19105 Highway 99 Lynnwood WA 98036"
1117,"Costco Wholesale 0767",-122.37502,47.238941,"3900 20th St E Fife WA 98424"
1118,"Walgreens 12933",-122.10816,48.00301,"718 91st Ave NE Lake Stevens WA 98258"
1119,"Walgreens 12168",-122.66731,47.568455,"3929 Kitsap Way Bremerton WA 98312"
1120,"Walgreens 12053",-120.59447,46.585632,"6400 W Nob Hill Blvd Yakima WA 98908"
1121,"S P Gas & Grocery",-119.31445,47.102413,"3000 W Broadway Ave Moses Lake WA 98837"
1122,"PAPA MURPHYS - BELFAIR INC",-122.82568,47.452133,"23781 STATE HWY 3 BELFAIR WA 98528"
1123,"PAPA MURPHYS - PORT TOWNSEND INC",-122.7905,48.102856,"1220 W Sims Way Port Townsend WA 98368"
1124,"PAPA MURPHYS - KINGSTON INC",-122.53977,47.80954,"8202 NE HWY 104 KINGSTON WA 98346"
1125,"PAPA MURPHYS - POULSBO INC",-122.63978,47.739792,"19494 7th Ave NE Poulsbo WA 98370"
1126,"JOHNNY'S MART",-120.41757,46.983288,"100 Main St Kittitas WA 98934"
1127,"Rite Aid 04065",-122.22623,47.541996,"8441 SE 68th St Mercer Island WA 98040"
1128,"Rite Aid 06498",-122.50612,45.64341,"2800 NE 162nd Ave Vancouver WA 98682"
1129,"Asian World Food Market",-117.41107,47.689098,"3314 N Division St Spokane WA 99207"
1130,"Pik-A-Pop 11",-119.99956,46.327667,"1524 Yakima Valley Hwy Sunnyside WA 98944"
1131,"Lovell Road Runner 76",-123.41514,48.112705,"1023 E Front St Port Angeles WA 98362"
1132,"tonasket food mart 1",-119.44141,48.702831,"606 whitcomb s tonasket WA 98855"
1133,"Golden Rule Grocery",-122.30154,47.193947,"615 W Stewart Puyallup WA 98371"
1134,"Shelton Shop and Hop, LLC",-123.10044,47.211376,"229 S 1st St Shelton WA 98584"
1135,"Akins Harvest Foods",-119.4366,48.948372,"1000 23rd Ave Oroville WA 98844"
1136,"Dollar Tree 4220",-117.32891,47.657158,"5605 E Sprague Ave Spokane Valley WA 99212"
1137,"Key City Fish Company",-122.78077,48.107132,"307 10th St Port Townsend WA 98368"
1138,"Brewers Mini-Mart II",-120.56012,46.620693,"3922 Fruitvale Blvd. Yakima WA 98902"
1139,"FAIRMOUNT GROCERY & MOTEL",-123.46989,48.106098,"1137 HIGHWAY 101 WEST PORT ANGELES WA 98363"
1140,"Lake Tapps Mini Mart",-122.18629,47.250546,"18215 Ninth St East Lake Tapps WA 98391"
1141,"Midway Chevron",-122.3034,47.369572,"25915 Pacific Hwy S Des Moines WA 98198"
1142,"Aurora Mini Mart Inc / Capitol Hill Arco",-122.31686,47.605392,"427 12th Ave Seattle WA 98122"
1143,"WinCo Foods 72",-122.55777,45.707909,"11310 NE 119th St Vancouver WA 98662"
1144,"KC's Take N Bake",-117.47678,47.955353,"9 E 1st St Deer Park WA 99006"
1145,"La Malinche",-122.30387,47.36845,"26028 Pacific Hwy S Kent WA 98032"
1146,"Poulsbo Red Apple",-122.65478,47.748238,"20441 Viking Ave NW Poulsbo WA 98370"
1147,"FUEL STOP EXPRESS",-122.10057,47.945591,"1401 30th St SE Snohomish WA 98290"
1148,"Renton-Issaquah Shell",-122.12256,47.500557,"16300 SE Renton Issaquah Rd Renton WA 98059"
1149,"Settler's Country Market",-119.54572,47.329002,"741 Basin St NW Ephrata WA 98823"
1150,"Quicky Mart Shell LLC.",-122.27447,46.552898,"651 Airport Way Morton WA 98356"
1151,"Zip Mart",-122.35517,47.507462,"10645 16th Ave SW Seattle WA 98146"
1152,"Midway Food Mart",-118.14133,46.270157,"903 Preston Ave Waitsburg WA 99361"
1153,"Boeing Field Chevron",-122.2906,47.506046,"10805 E Marginal Way S Tukwila WA 98168"
1154,"MANAL INC. AM/PM",-122.34847,47.481918,"13515 Ambaum Blvd SW Burien WA 98146"
1155,"Michigan 76",-122.32652,47.54615,"551 S Michigan St Seattle WA 98108"
1156,"WinCo Foods 0074",-122.2081,47.196259,"6621 166th Ave E Sumner WA 98390"
1157,"7-Eleven 2360-14355 G",-122.31753,47.695175,"9126 Roosevelt Way NE Seattle WA 98115"
1158,"Olympic Grocery",-122.50229,47.13974,"12928 Bridgeport Way SW Lakewood WA 98499"
1159,"Gas Station/Convenience Store 112",-122.33549,48.451706,"1815 Burlington BLVD South Burlington WA 98233"
1160,"Renton USA 111",-122.21786,47.472145,"765 Rainier Ave S Renton WA 98057"
1161,"Gas Station/Convenience Store 205",-122.54368,48.817043,"1197 Slater Rd Bellingham WA 98226"
1162,"Sedro Wooley AM/PM",-122.22606,48.510498,"830 Moore St Sedro Woolley WA 98284"
1163,"Bellingham ARCO AM/PM 205",-122.47767,48.714573,"3002 Old Fairhaven Pkwy Bellingham WA 98225"
1164,"Arlington Arco AM/PM 203",-122.18236,48.152447,"3521 172nd St NE Arlington WA 98223"
1165,"Gas Station/Convenience Store 208",-122.28574,47.889763,"3825 Harbour Point Blvd Mukilteo WA 98275"
1166,"Plaza Select Foods",-122.32598,47.609035,"1024 Madison St Seattle WA 98104"
1167,"Casino Chevron",-122.22861,47.921341,"8402 Evergreen Way Everett WA 98208"
1168,"E-Z FOOD STORE",-122.47295,47.250053,"2728 S 12th St Tacoma WA 98405"
1169,"LEWIS STREET ECONOMART",-119.08073,46.233288,"1211 E Lewis St Pasco WA 99301"
1170,"Dollar Tree Stores 4285",-122.17683,48.063194,"1254 State Ave Marysville WA 98270"
1171,"am-pm Mini Market 82989",-122.74079,45.906689,"1039 Lewis River Rd Woodland WA 98674"
1172,"La Estrellita",-122.33225,48.439686,"2111 Urban Ave Mount Vernon WA 98273"
1173,"Queen Anne Farmers Market",-122.35698,47.637123,"1 W Crockett St Seattle WA 98119"
1174,"Just A Minute Mart",-119.4875,46.265896,"712 9th St Benton City WA 99320"
